2,715404.0,5,1
2,1607014.0,5,0
1,390005.0,4,3
2,63298.0,2,1
5,322554.0,2,9
1,370005.0,5,1
2,68739.0,3,0
1,550005.0,5,0
2,131269.0,4,6
1,420005.0,2,3
2,9492.0,3,9
2,67762.0,4,1
4,2912831.0,3,6
2,51056.0,5,9
1,310005.0,5,1
2,8486.0,4,3
2,9123.0,3,0
1,440005.0,5,1
1,570005.0,4,3
1,380005.0,5,3
2,80055.0,3,9
1,520005.0,5,1
2,715404.0,5,1
1,290005.0,2,6
2,49011.0,4,3
5,8294454.0,4,3
1,500005.0,3,0
1,400005.0,2,3
1,1500005.0,4,6
1,360005.0,5,1
3,33042.0,5,9
4,623010.0,3,0
2,5917.0,5,6
2,35087.0,3,1
2,69911.0,5,0
4,255678.0,3,0
1,2250005.0,4,6
2,72360.0,4,3
4,1354003.0,2,1
2,67762.0,4,1
3,547438.0,3,3
2,49011.0,3,0
4,1354003.0,3,0
2,8324.0,2,3
2,95125.0,2,3
1,320005.0,4,6
2,63182.0,2,1
1,500005.0,4,9
2,63182.0,4,1
5,921654.0,5,6
5,8294454.0,5,1
3,153085.0,4,0
2,39478.0,2,3
2,73234.0,2,9
4,2912831.0,5,0
1,420005.0,3,0
4,2841244.0,4,6
2,3973.0,5,3
2,3973.0,4,6
2,24768.0,4,1
3,1961420.0,2,3
5,1440054.0,2,9
1,570005.0,2,1
5,2359350.0,2,9
2,73155.0,2,0
3,33042.0,2,6
3,33042.0,3,0
1,460005.0,3,1
2,72360.0,3,1
1,370005.0,3,6
2,72360.0,2,1
2,8324.0,5,6
1,540005.0,4,0
5,952630.0,5,0
4,904952.0,4,6
2,82179.0,4,1
1,430005.0,3,1
1,410005.0,5,3
5,1536054.0,2,9
2,69487.0,2,0
1,350005.0,3,6
2,63182.0,4,1
1,460005.0,5,1
4,2862269.0,2,0
2,69911.0,4,0
1,530005.0,5,1
4,2912831.0,5,0
5,1775718.0,2,6
1,1750005.0,3,6
2,63182.0,2,1
2,49011.0,3,0
1,340005.0,3,9
2,5917.0,2,3
2,5917.0,3,0
1,440005.0,2,6
1,400005.0,2,3
4,334328.0,2,1
5,540178.0,2,3
2,9492.0,3,9
2,66882.0,5,3
2,80055.0,4,9
5,921654.0,3,1
2,63298.0,4,1
2,67762.0,3,3
3,1120184.0,3,3
2,16605.0,3,0
2,180264.0,2,3
1,290005.0,5,1
1,600005.0,2,1
1,490005.0,5,3
2,68739.0,2,0
2,5917.0,3,0
2,73155.0,5,0
4,700635.0,4,0
5,1440054.0,5,1
2,140187.0,3,0
1,430005.0,2,6
